,timestamp,1004578059,1006706934,1006715799,1006716429,1006727093,1006727361,1008913626,1009074083,1009511425,1009540871,1009984043,1009984060,1010054507,1010086328,1010249061,1010282897,1010397607,1010409824,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure,temp_air,wind_speed,ghi,dni,dhi,total_clouds,low_clouds,mid_clouds,high_clouds
2019-01-01 00:00:00,1546331850.0,555.6,18.479999999999997,4.96,33.36,32.480000000000004,1.04,0.796,0.5963,24.32,8.52,3.412,22.541,9.84,74.24000000000001,26.7,,,28.16,0.0,0.0,7.84,5.3725,-8.55,0.305,3.9825,25.25,15.484,0.0075,1018.925,7.840000000000018,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
2019-01-01 01:00:00,1546335450.0,559.65,18.4,4.96,33.28,32.96,0.8,0.795,0.6860999999999999,23.68,9.0,3.488,23.235,9.68,77.03999999999999,28.2,,,31.52,0.0,0.0,6.8475,4.84,-8.605,0.3225,2.89,41.5,15.46275,0.0,1019.4499999999999,6.847499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 02:00:00,1546339050.0,565.95,18.479999999999997,4.88,33.36,33.92,0.8,0.797,0.7375,24.96,9.12,3.456,21.346,10.0,74.32,26.4,,,31.52,0.0,0.0,6.1325,4.6825,-8.785,0.3325,2.0025,25.75,15.392499999999998,0.0,1020.175,6.132499999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 03:00:00,1546342650.0,563.7,18.4,4.72,33.36,32.8,0.72,0.796,0.7161,23.84,8.64,3.448,22.311,10.08,73.84,30.599999999999998,,,32.0,0.0,0.0,5.7175,4.085,-8.9175,0.3425,2.1325000000000003,110.25,15.400749999999999,0.0,1021.125,5.717499999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 04:00:00,1546346250.0,583.05,18.080000000000002,4.96,33.28,36.64,1.04,0.797,0.788,24.16,8.64,3.575,24.052,10.16,73.12,29.4,,,33.28,0.0,0.0,5.08,3.4475,-9.282499999999999,0.3475,2.0325,330.25,15.484,0.0,1021.65,5.0800000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 05:00:00,1546349850.0,595.65,18.16,4.88,33.36,46.72,0.8,0.797,0.8678,28.32,9.6,3.706,22.531,10.72,73.36,32.4,,,33.6,0.0,0.0,4.8374999999999995,2.83,-9.635,0.34,2.3725,262.25,15.48925,0.0,1022.25,4.837500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01 06:00:00,1546353450.0,616.2,18.0,4.96,31.12,53.12,0.72,0.791,0.7615000000000001,28.64,9.84,23.828,25.458,14.0,73.92,217.5,,,64.0,0.0,0.0,4.6875,3.0149999999999997,-9.74,0.34500000000000003,1.9849999999999999,254.75,15.49975,0.0025,1022.975,4.687500000000014,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2019-01-01 07:00:00,1546357050.0,610.2,18.0,5.04,20.8,50.88,1.04,0.387,0.8706,29.92,8.64,22.585,22.216,14.8,72.8,209.7,,,70.56,0.0,0.0,4.1825,2.3025,-9.63,0.3575,2.11,109.75,15.484,0.02,1024.05,4.1825000000000045,0.0,2.872562087705773,0.0,2.872562087705773,2.0,0.0,0.0,0.0
2019-01-01 08:00:00,1546360650.0,576.45,18.16,4.88,22.24,44.32,0.72,0.324,0.8129000000000001,28.48,7.5600000000000005,18.045,15.516,11.2,72.48,152.1,,,65.28,0.0,0.0,5.0775,3.2675,-9.58,0.34249999999999997,2.2225,72.25,15.46275,0.0675,1024.8,5.077499999999986,0.0,88.41886551386652,194.77183606094883,53.45128032576282,6.75,0.0,0.0,0.0
2019-01-01 09:00:00,1546364250.0,537.15,18.48,4.96,22.88,40.64,0.72,0.324,0.7252000000000001,28.8,7.2,12.659,14.949,11.120000000000001,71.52,125.1,,,64.8,0.0,0.0,6.1225000000000005,3.8425,-9.559999999999999,0.3175,3.0225,76.5,15.09675,0.175,1024.85,6.122499999999974,0.0,216.6549929690132,393.51052107881674,99.68729912105536,17.5,0.0,0.0,0.0
2019-01-01 10:00:00,1546367850.0,538.65,18.88,4.5600000000000005,22.72,37.28,0.72,0.323,0.6584,35.68,8.16,12.375,15.587,10.879999999999999,70.96000000000001,119.4,,,61.28,0.0,0.0,6.8675,4.630000000000001,-9.345,0.3025,3.1825,89.25,14.516,0.28,1024.775,6.867499999999978,0.0,305.40260066864914,384.07426533373354,146.5987247079243,28.0,0.0,0.0,0.0
2019-01-01 11:00:00,1546371450.0,526.5,18.72,4.88,22.479999999999997,32.64,1.04,0.323,0.6233,32.480000000000004,7.32,15.504000000000001,17.088,10.32,70.96000000000001,110.4,,,58.56,0.0,0.0,8.5925,6.825,-9.102500000000001,0.275,3.0475000000000003,57.75,15.47775,0.10250000000000001,1024.1499999999999,8.592499999999987,0.0,417.3181598909056,621.0431020378131,124.62684013484933,10.25,0.0,0.0,0.0
2019-01-01 12:00:00,1546375050.0,523.5,19.28,4.72,22.16,33.28,0.8,0.323,0.45909999999999995,33.6,7.4399999999999995,7.401,16.206,10.16,71.84,108.0,,,60.48,0.0,0.0,9.745000000000001,8.1775,-8.920000000000002,0.2575,4.077500000000001,23.0,15.4515,0.11,1024.175,9.745000000000005,0.0,432.31050029468634,619.9841071207068,130.52560189789523,11.0,0.0,0.0,0.0
2019-01-01 13:00:00,1546378650.0,513.9,19.119999999999997,4.72,22.0,34.24,0.8,0.323,0.4238,32.16,7.56,10.503,16.994,10.72,71.03999999999999,103.2,,,58.88,0.0,0.0,10.445,10.445,-8.8325,0.2475,4.2525,22.5,15.524750000000001,0.105,1023.5749999999999,10.445000000000007,0.0,396.2230587791341,603.2039324794509,123.02161088899311,10.5,0.0,0.0,0.0
2019-01-01 14:00:00,1546382250.0,515.85,19.28,4.720000000000001,22.0,38.08,1.12,0.322,0.30820000000000003,33.12,7.5600000000000005,6.542,16.951,10.32,73.76,94.5,,,55.839999999999996,0.0,0.0,11.010000000000002,11.010000000000002,-8.9525,0.2375,3.5125,33.0,15.542,0.09,1022.925,11.009999999999991,0.0,310.7440055888958,557.6685653883063,102.62193776999271,9.0,0.0,0.0,0.0
2019-01-01 15:00:00,1546385850.0,514.35,19.439999999999998,4.640000000000001,22.64,42.72,0.8,0.322,0.1982,31.52,7.68,8.576,15.837,10.4,72.64,94.2,,,48.8,0.0,0.0,11.4825,11.4825,-8.95,0.23,2.4675000000000002,49.75,15.542,0.1,1022.975,11.482499999999987,0.0,178.51197631558807,390.5093332259044,78.0389229919361,10.0,0.0,0.0,0.0
2019-01-01 16:00:00,1546389450.0,504.6,19.28,4.72,22.64,48.96,0.88,0.32,0.2972,27.04,8.16,13.751000000000001,14.370000000000001,12.08,76.4,96.0,,,52.32,0.0,0.0,11.6925,11.6925,-8.65,0.2325,1.9074999999999998,68.0,15.36225,0.16,1023.025,11.69250000000001,0.0,39.55782463263344,62.95066042664325,30.475825923991277,16.0,0.0,0.0,0.0
2019-01-01 17:00:00,1546393050.0,529.05,19.68,4.8,23.6,41.12,0.8,0.66,0.4252,23.84,9.0,3.076,27.58,12.56,75.44,91.8,,,56.32,0.0,0.0,11.2575,11.2575,-8.3725,0.245,1.7125,52.0,14.7735,0.2075,1023.5749999999999,11.257499999999993,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0
2019-01-01 18:00:00,1546396650.0,534.15,19.04,4.72,21.44,32.16,1.04,0.796,0.46309999999999996,24.0,9.719999999999999,3.379,29.64,11.040000000000001,74.48,27.3,,,26.72,0.0,0.0,9.702499999999999,9.702499999999999,-8.129999999999999,0.2775,1.8449999999999998,98.0,14.6745,0.07250000000000001,1024.1499999999999,9.702500000000015,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0
2019-01-01 19:00:00,1546400250.0,553.35,18.64,4.640000000000001,22.88,32.96,0.8,0.796,0.5801000000000001,23.36,10.08,3.423,29.718,11.28,74.16,24.3,,,22.4,0.0,0.0,7.3975,7.3975,-7.2775,0.34750000000000003,1.2125,224.25,14.994250000000001,0.04,1024.25,7.397499999999994,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2019-01-01 20:00:00,1546403850.0,571.95,18.48,4.72,24.0,32.8,0.8,0.798,0.673,25.28,9.96,3.635,27.557000000000002,10.64,73.52,27.0,,,24.8,0.0,0.0,5.382499999999999,5.382499999999999,-6.625,0.41500000000000004,1.1724999999999999,131.0,15.508,0.01,1024.1,5.382499999999993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-01 21:00:00,1546407450.0,595.9499999999999,18.16,4.88,26.240000000000002,33.6,0.96,0.798,0.7846,23.2,9.12,3.562,24.877,10.08,73.76,29.700000000000003,,,28.16,0.0,0.0,4.1,4.1,-6.37,0.465,1.1425,97.5,15.5015,0.01,1024.1,4.100000000000023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-01 22:00:00,1546411050.0,596.85,17.92,4.8,27.2,34.4,0.8,0.798,0.758,24.32,8.879999999999999,3.729,25.915,10.24,73.52000000000001,33.3,,,29.76,0.0,0.0,3.4875000000000003,3.4875000000000003,-6.220000000000001,0.49,0.9475,209.0,15.455,0.01,1024.0249999999999,3.4875000000000114,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-01 23:00:00,1546414650.0,618.45,17.76,4.96,29.04,34.400000000000006,0.8,0.798,0.7948,23.52,8.52,3.649,24.857,10.4,74.56,30.299999999999997,,,31.68,0.0,0.0,2.56,2.56,-6.03,0.5275000000000001,0.9475,48.0,15.397,0.01,1023.925,2.5600000000000165,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-02 00:00:00,1546418250.0,629.4,17.68,4.88,28.880000000000003,34.72,0.72,0.799,0.9229,22.88,8.52,3.721,24.802,10.72,75.28,35.4,,,33.6,0.0,0.0,1.89,1.89,-6.0825,0.5525,0.915,171.75,15.460749999999999,0.01,1024.375,1.8900000000000148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-02 01:00:00,1546421850.0,651.15,17.76,4.88,29.52,34.56,1.1199999999999999,0.8,0.8755,23.2,8.52,3.6739999999999995,25.686,10.88,74.8,34.5,,,35.68,0.0,0.0,1.28,1.28,-6.265000000000001,0.5700000000000001,1.0075,176.0,15.46,0.0075,1024.6,1.2800000000000153,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
2019-01-02 02:00:00,1546425450.0,654.75,17.840000000000003,4.8,30.32,33.92,0.8,0.8,0.8996,23.04,8.4,3.763,25.373,11.2,74.24,37.2,,,35.68,0.0,0.0,0.765,0.765,-6.09,0.605,0.94,138.25,15.505,0.0,1024.55,0.7649999999999864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 03:00:00,1546429050.0,663.9,17.76,4.8,30.88,34.24,0.8,0.8,0.9796,21.92,8.52,3.782,25.393,11.36,74.08,15.9,,,35.84,0.0,0.0,0.35000000000000003,0.35000000000000003,-6.17,0.62,0.84,141.25,15.49525,0.0,1024.3000000000002,0.3499999999999943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 04:00:00,1546432650.0,678.6,17.840000000000003,4.8,31.28,37.92,1.12,0.8,0.9784999999999999,24.16,8.280000000000001,4.002,25.942,11.76,73.92,14.1,,,39.36,0.0,0.0,0.125,0.125,-6.17,0.6275,0.8200000000000001,293.25,15.466,0.0,1023.95,0.1250000000000142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 05:00:00,1546436250.0,690.15,18.0,4.8,33.36,45.760000000000005,0.8,0.8,1.0028,26.4,8.04,4.074,27.15,11.52,77.36,16.5,,,38.56,0.0,0.0,-0.195,-0.195,-5.985,0.65,0.845,222.25,15.443,0.0,1023.75,-0.19499999999999318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 06:00:00,1546439850.0,742.5,18.0,4.72,34.4,49.760000000000005,0.8,0.794,0.995,28.96,9.0,25.989,29.518,16.0,89.68,16.5,,,71.19999999999999,0.0,0.0,-0.23249999999999998,-0.23249999999999998,-5.9425,0.6525000000000001,0.9125,64.75,15.382750000000001,0.0,1023.7,-0.2324999999999875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 07:00:00,1546443450.0,758.25,17.840000000000003,4.88,39.36,46.88,0.8,0.391,0.9902,32.480000000000004,8.4,27.351,25.688,17.92,89.28,18.299999999999997,,,78.24,0.0,0.0,-0.3075,-0.3075,-5.7575,0.665,1.165,18.25,15.431750000000001,0.0,1024.225,-0.30750000000000455,0.0,2.906353106619207,0.0,2.906353106619207,0.0,0.0,0.0,0.0
2019-01-02 08:00:00,1546447050.0,763.95,20.240000000000002,5.52,42.72,44.8,0.96,0.325,0.9441,36.8,8.399999999999999,22.384999999999998,20.287,15.36,99.03999999999999,22.5,,,73.12,0.0,0.0,-0.057499999999999996,-0.057499999999999996,-5.215,0.68,1.0875,67.25,15.158999999999999,0.0,1025.025,-0.05749999999999034,0.0,92.851391811811,230.91610421864254,51.07847530043218,0.0,0.0,0.0,0.0
2019-01-02 09:00:00,1546450650.0,741.6,25.68,7.76,43.760000000000005,44.8,0.8,0.324,0.8336,42.72,8.04,16.1,19.028,16.080000000000002,93.84,22.5,,,67.2,0.0,0.0,1.3075,1.3075,-4.4625,0.6575,0.805,214.0,14.13425,0.0,1025.4750000000001,1.3074999999999903,0.0,246.56462768007844,566.9617477910747,74.61619835387052,0.0,0.0,0.0,0.0
2019-01-02 10:00:00,1546454250.0,719.8499999999999,26.72,7.76,42.72,35.84,0.72,0.325,0.6633,44.64,8.64,19.24,17.421,15.44,96.4,23.1,,,62.239999999999995,0.0,0.0,3.6,3.6,-4.2125,0.57,0.7825,125.25,14.26975,0.0,1025.675,3.5999999999999943,0.0,371.98059293685,710.0353167720729,81.69643229625359,0.0,0.0,0.0,0.0
2019-01-02 11:00:00,1546457850.0,676.8,27.439999999999998,7.84,30.799999999999997,37.12,1.04,0.324,0.6072,45.6,9.0,9.374,17.292,15.2,103.2,34.5,,,60.8,0.0,0.0,6.1,6.1,-3.8275,0.4925,0.76,164.25,14.653,0.0,1025.375,6.1000000000000085,0.0,448.00001029896373,764.5631907844809,86.85132743296876,0.0,0.0,0.0,0.0
2019-01-02 12:00:00,1546461450.0,652.6500000000001,28.64,4.8,32.32,36.0,0.72,0.324,0.5412,50.4,8.04,9.538,17.364,13.6,104.08,37.2,,,59.2,0.0,0.0,8.27,8.27,-3.68,0.425,0.75,131.75,14.575,0.005,1024.45,8.269999999999996,0.0,465.44552290281297,768.1131911992208,90.43628296161289,0.5,0.0,0.0,0.0
2019-01-02 13:00:00,1546465050.0,644.55,27.12,4.72,32.08,36.8,0.8,0.322,0.3357,46.4,8.76,11.493,17.153,15.76,106.80000000000001,35.4,,,59.2,0.0,0.0,10.175,10.175,-3.7175,0.375,0.835,39.75,14.8925,0.0175,1023.5,10.174999999999983,0.0,422.2124961175625,729.2068697139723,90.55945289731947,1.75,0.0,0.0,0.0
2019-01-02 14:00:00,1546468650.0,636.5999999999999,27.759999999999998,4.72,29.12,40.64,0.8,0.322,0.2011,46.879999999999995,8.88,6.365,18.961,14.56,107.52000000000001,41.1,,,56.96,0.0,0.0,11.387500000000001,11.387500000000001,-3.435,0.355,1.31,60.0,15.494,0.0125,1022.875,11.387499999999989,0.0,329.53909318408523,655.9075194899693,83.15104844312573,1.25,0.0,0.0,0.0
2019-01-02 15:00:00,1546472250.0,618.9,23.28,4.72,27.6,45.44,1.6800000000000002,0.321,0.2012,43.199999999999996,8.879999999999999,9.522,18.343,14.4,105.12,229.2,,,50.72,0.0,0.0,11.91,11.91,-3.3175,0.3425,1.7675,120.25,15.4965,0.02,1022.8,11.91000000000001,0.0,190.26787238151897,460.4815952014285,71.33064094614582,2.0,0.0,0.0,0.0
2019-01-02 16:00:00,1546475850.0,584.4,21.200000000000003,4.72,25.52,49.44,0.8,0.321,0.2237,36.8,9.0,7.752,17.608,14.64,96.96000000000001,174.0,,,49.28,0.0,0.0,11.8625,11.8625,-3.27,0.35,1.89,86.0,15.302,0.03,1022.9749999999999,11.862499999999997,0.0,44.18902537389193,88.14055829545406,31.367025941350335,3.0,0.0,0.0,0.0
2019-01-02 17:00:00,1546479450.0,565.65,20.0,4.640000000000001,32.96,43.84,0.8,0.651,0.3775,27.68,9.12,4.0,28.272,14.16,82.4,122.1,,,52.8,0.0,0.0,11.5875,11.5875,-3.2725,0.355,1.6099999999999999,110.25,14.72775,0.06,1023.7,11.587500000000006,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2019-01-02 18:00:00,1546483050.0,571.5,19.759999999999998,4.8,34.8,32.96,0.8,0.794,0.4373,24.0,9.36,3.968,27.297,10.88,80.0,30.6,,,28.0,0.0,0.0,10.3025,10.3025,-3.325,0.3875,1.3825,208.25,14.98375,0.0475,1024.25,10.302500000000009,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0
2019-01-02 19:00:00,1546486650.0,586.95,19.119999999999997,4.88,34.24,33.44,1.04,0.796,0.5305,23.2,10.08,4.092,28.134999999999998,11.92,76.8,25.2,,,21.28,0.0,0.0,8.0,8.0,-3.14,0.455,1.0375,281.5,15.4765,0.0075,1024.225,7.999999999999986,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
2019-01-02 20:00:00,1546490250.0,604.95,18.64,4.96,34.32,32.96,0.8,0.795,0.617,24.32,10.2,3.9859999999999998,28.439,11.68,75.6,28.2,,,23.84,0.0,0.0,6.265000000000001,6.265000000000001,-3.0175,0.5125,1.0274999999999999,155.5,15.3185,0.0,1024.675,6.264999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 21:00:00,1546493850.0,609.6,18.4,4.88,35.519999999999996,33.28,0.72,0.796,0.7123999999999999,23.2,10.2,4.037,26.6,11.120000000000001,75.84,31.2,,,28.48,0.0,0.0,4.83,4.83,-3.08,0.5625,1.1,41.75,14.94225,0.0,1024.9250000000002,4.8300000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 22:00:00,1546497450.0,605.7,18.16,4.96,36.16,34.56,1.04,0.797,0.6982,23.36,10.8,4.003,26.358999999999998,10.48,74.56,35.1,,,28.16,0.0,0.0,3.975,3.975,-2.9825,0.6025,0.7875000000000001,82.0,15.50875,0.0,1025.05,3.9750000000000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02 23:00:00,1546501050.0,627.0,17.76,5.04,34.96,34.24,0.72,0.796,0.7441,24.16,9.24,4.09,27.109,9.68,74.32,37.2,,,31.84,0.0,0.0,3.7225,3.7225,-2.91,0.6174999999999999,0.8125,246.5,14.979,0.0025,1025.225,3.722500000000011,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
2019-01-03 00:00:00,1546504650.0,637.5,17.76,5.12,36.08,34.56,0.8,0.797,0.8825000000000001,23.04,9.0,4.086,27.313000000000002,9.84,74.8,37.8,,,33.28,0.0,0.0,2.8975,2.8975,-3.0275,0.65,1.0025,293.0,13.6745,0.01,1025.225,2.897500000000022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 01:00:00,1546508250.0,645.75,17.44,5.04,36.239999999999995,35.36,0.8,0.799,0.8454,23.84,9.239999999999998,4.022,27.035,9.92,75.36,38.1,,,34.88,0.0,0.0,2.095,2.095,-3.1,0.685,0.9225,121.0,14.275,0.01,1025.0,2.095000000000013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 02:00:00,1546511850.0,658.5,17.76,4.88,37.28,34.56,1.04,0.798,0.8795999999999999,24.0,9.24,3.984,26.394,11.2,75.36,38.7,,,34.88,0.0,0.0,1.45,1.45,-3.3425,0.7024999999999999,0.7050000000000001,135.75,14.372499999999999,0.01,1024.95,1.4499999999999886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 03:00:00,1546515450.0,680.25,17.6,5.04,36.239999999999995,34.72,0.8,0.8,0.9592,22.56,9.12,4.022,26.433,12.32,77.44,30.3,,,36.64,0.0,0.0,1.125,1.125,-3.3175,0.72,0.885,265.0,14.431000000000001,0.01,1024.8,1.1249999999999858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 04:00:00,1546519050.0,700.65,17.6,4.88,36.16,38.08,0.8,0.798,0.9684,23.68,8.16,3.9749999999999996,26.832,12.16,74.8,18.3,,,38.56,0.0,0.0,0.6325,0.6325,-3.225,0.7525,0.9825,12.0,14.3485,0.01,1024.625,0.6324999999999932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 05:00:00,1546522650.0,715.95,17.76,4.88,36.48,48.0,1.1199999999999999,0.801,1.0127000000000002,27.68,9.24,4.0600000000000005,28.177,12.16,78.88,16.8,,,38.4,0.0,0.0,0.315,0.315,-3.265,0.7675000000000001,0.9125,57.0,14.39025,0.01,1024.1999999999998,0.3149999999999835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 06:00:00,1546526250.0,775.95,17.76,4.96,33.44,47.519999999999996,0.8,0.795,0.9791,28.48,10.32,25.607,28.894,14.24,85.2,20.1,,,69.92,0.0,0.0,-0.105,-0.105,-3.285,0.7925,1.1125,197.5,14.27925,0.01,1024.55,-0.10500000000000398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-01-03 07:00:00,1546529850.0,795.45,17.6,4.88,29.04,46.239999999999995,0.8,0.39,0.978,32.48,9.84,25.914,25.453,18.240000000000002,95.92,23.7,,,77.44,0.0,0.0,-0.03,-0.03,-3.1075,0.7975000000000001,1.2375,350.25,13.3325,0.01,1024.75,-0.030000000000001137,0.0,2.8426057673029654,0.0,2.8426057673029654,1.0,0.0,0.0,0.0
2019-01-03 08:00:00,1546533450.0,778.65,19.36,4.96,34.96,45.92,1.04,0.325,0.8482000000000001,39.2,8.280000000000001,21.042,20.312,15.28,102.72,165.6,,,72.64,0.0,0.0,0.21749999999999997,0.21749999999999997,-2.925,0.79,1.0175,298.25,13.083,0.0325,1025.1000000000001,0.21750000000000114,0.0,89.82449276495487,207.10698750104336,52.82834125040198,3.25,0.0,0.0,0.0
2019-01-03 09:00:00,1546537050.0,755.85,23.6,6.32,32.16,42.879999999999995,0.72,0.325,0.8274,44.0,8.76,20.846999999999998,20.302,14.96,102.56,233.7,,,65.92,0.0,0.0,1.185,0.7424999999999999,-2.2600000000000002,0.7775000000000001,1.3425,184.5,14.257,0.11750000000000001,1025.625,1.1850000000000023,0.0,227.18692363013116,445.0285035249965,92.84752859166053,11.75,0.0,0.0,0.0
